year,month,region,county,branch_name,established_on,operational_cost,staff_bonuses,misc_expenses,waste_cost
2014,3,East of England,Uttlesford,Uttlesford branch,2012,2915,293,9073,6450
2014,4,East of England,Uttlesford,Uttlesford branch,2012,2569,392,6895,2576
2014,5,East of England,Uttlesford,Uttlesford branch,2012,3010,333,3295,6342
2014,6,East of England,Uttlesford,Uttlesford branch,2012,2745,343,9207,5670
2014,7,East of England,Uttlesford,Uttlesford branch,2012,2965,346,5960,4563
2014,8,East of England,Uttlesford,Uttlesford branch,2012,3248,379,5184,2403
2014,9,East of England,Uttlesford,Uttlesford branch,2012,2779,384,7786,4291
2014,10,East of England,Uttlesford,Uttlesford branch,2012,3227,292,6275,5115
2014,11,East of England,Uttlesford,Uttlesford branch,2012,2175,260,2334,5789
2014,12,East of England,Uttlesford,Uttlesford branch,2012,2326,239,5300,6173
2015,1,East of England,Uttlesford,Uttlesford branch,2012,3272,292,7159,2577
2015,2,East of England,Uttlesford,Uttlesford branch,2012,2776,327,8695,3094
2015,3,East of England,Uttlesford,Uttlesford branch,2012,3038,342,5039,2451
2015,4,East of England,Uttlesford,Uttlesford branch,2012,2845,370,6242,5688
2015,5,East of England,Uttlesford,Uttlesford branch,2012,3097,242,2580,2289
2015,6,East of England,Uttlesford,Uttlesford branch,2012,2310,290,9447,4031
2015,7,East of England,Uttlesford,Uttlesford branch,2012,2463,351,7391,3063
2015,8,East of England,Uttlesford,Uttlesford branch,2012,2336,342,4586,5765
2015,9,East of England,Uttlesford,Uttlesford branch,2012,2659,241,4813,5386
2015,10,East of England,Uttlesford,Uttlesford branch,2012,2677,303,4090,4263
2015,11,East of England,Uttlesford,Uttlesford branch,2012,3398,352,8135,2659
2015,12,East of England,Uttlesford,Uttlesford branch,2012,3273,340,8357,5250
2016,1,East of England,Uttlesford,Uttlesford branch,2012,2818,358,8718,3744
2016,2,East of England,Uttlesford,Uttlesford branch,2012,3468,216,9333,2723
2016,3,East of England,Uttlesford,Uttlesford branch,2012,3040,237,2192,2095
2016,4,East of England,Uttlesford,Uttlesford branch,2012,2280,393,8117,6264
2016,5,East of England,Uttlesford,Uttlesford branch,2012,2230,362,2843,3924
2016,6,East of England,Uttlesford,Uttlesford branch,2012,2633,226,9084,3444
2016,7,East of England,Uttlesford,Uttlesford branch,2012,2291,318,3380,3575
2016,8,East of England,Uttlesford,Uttlesford branch,2012,2923,395,3140,4047
2016,9,East of England,Uttlesford,Uttlesford branch,2012,2067,335,4480,6487
2016,10,East of England,Uttlesford,Uttlesford branch,2012,2984,247,4200,5956
2016,11,East of England,Uttlesford,Uttlesford branch,2012,2737,247,8861,2058
2016,12,East of England,Uttlesford,Uttlesford branch,2012,2657,323,4757,5087
2017,1,East of England,Uttlesford,Uttlesford branch,2012,2443,372,3583,6408
2017,2,East of England,Uttlesford,Uttlesford branch,2012,3198,350,4316,3744
2017,3,East of England,Uttlesford,Uttlesford branch,2012,3040,277,2901,3708
2017,4,East of England,Uttlesford,Uttlesford branch,2012,2321,309,3282,2965
2017,5,East of England,Uttlesford,Uttlesford branch,2012,2410,346,2014,3357
2017,6,East of England,Uttlesford,Uttlesford branch,2012,3113,264,9238,3159
2017,7,East of England,Uttlesford,Uttlesford branch,2012,2425,343,3680,2658
2017,8,East of England,Uttlesford,Uttlesford branch,2012,2268,224,8385,3323
2017,9,East of England,Uttlesford,Uttlesford branch,2012,3037,353,2192,3800
2017,10,East of England,Uttlesford,Uttlesford branch,2012,3340,302,4420,3339
2017,11,East of England,Uttlesford,Uttlesford branch,2012,2769,387,3693,6310
2017,12,East of England,Uttlesford,Uttlesford branch,2012,3072,306,2183,4026
2018,1,East of England,Uttlesford,Uttlesford branch,2012,2384,334,5611,2275
2018,2,East of England,Uttlesford,Uttlesford branch,2012,2559,233,5549,2388
2018,3,East of England,Uttlesford,Uttlesford branch,2012,3473,288,5975,3332
2018,4,East of England,Uttlesford,Uttlesford branch,2012,2242,255,6645,6077
2018,5,East of England,Uttlesford,Uttlesford branch,2012,2075,384,3184,4215
2018,6,East of England,Uttlesford,Uttlesford branch,2012,2561,277,6599,5793
2018,7,East of England,Uttlesford,Uttlesford branch,2012,2159,382,2903,4962
2018,8,East of England,Uttlesford,Uttlesford branch,2012,2860,201,6096,5605
2018,9,East of England,Uttlesford,Uttlesford branch,2012,3492,324,6247,4519
2018,10,East of England,Uttlesford,Uttlesford branch,2012,3401,303,5082,6254
2018,11,East of England,Uttlesford,Uttlesford branch,2012,2731,350,4384,2049
2018,12,East of England,Uttlesford,Uttlesford branch,2012,2599,206,3348,2635
2019,1,East of England,Uttlesford,Uttlesford branch,2012,2238,254,9024,2232
2019,2,East of England,Uttlesford,Uttlesford branch,2012,2706,383,5289,3586
2019,3,East of England,Uttlesford,Uttlesford branch,2012,2118,363,7191,6032
2019,4,East of England,Uttlesford,Uttlesford branch,2012,3433,340,2676,2880
2019,5,East of England,Uttlesford,Uttlesford branch,2012,2102,319,9089,2447
2019,6,East of England,Uttlesford,Uttlesford branch,2012,3182,353,5021,5393
2019,7,East of England,Uttlesford,Uttlesford branch,2012,2830,326,7145,3641
2019,8,East of England,Uttlesford,Uttlesford branch,2012,2528,393,2998,5416
2019,9,East of England,Uttlesford,Uttlesford branch,2012,2431,348,7854,2078
2019,10,East of England,Uttlesford,Uttlesford branch,2012,3251,251,5294,4423
2019,11,East of England,Uttlesford,Uttlesford branch,2012,3463,343,2944,3792
2019,12,East of England,Uttlesford,Uttlesford branch,2012,2208,315,5952,6212
2020,1,East of England,Uttlesford,Uttlesford branch,2012,3423,348,5904,5941
2020,2,East of England,Uttlesford,Uttlesford branch,2012,3213,268,9171,6185
2020,3,East of England,Uttlesford,Uttlesford branch,2012,3456,365,3713,2676
2020,4,East of England,Uttlesford,Uttlesford branch,2012,2963,307,9180,2223
2020,5,East of England,Uttlesford,Uttlesford branch,2012,2750,371,3027,3934
2020,6,East of England,Uttlesford,Uttlesford branch,2012,2521,343,3164,4113
2020,7,East of England,Uttlesford,Uttlesford branch,2012,2114,392,7731,2668
2020,8,East of England,Uttlesford,Uttlesford branch,2012,2639,354,8072,2816
2020,9,East of England,Uttlesford,Uttlesford branch,2012,3205,386,5770,3479
2020,10,East of England,Uttlesford,Uttlesford branch,2012,2203,220,5767,2076
2020,11,East of England,Uttlesford,Uttlesford branch,2012,2249,252,5828,3737
2020,12,East of England,Uttlesford,Uttlesford branch,2012,2351,322,6231,5607
2012,1,Scotland,Glasgow City,Glasgow City outlet,2012,3005,276,6270,5393
2012,2,Scotland,Glasgow City,Glasgow City outlet,2012,2655,201,3875,6196
2012,3,Scotland,Glasgow City,Glasgow City outlet,2012,2007,382,6264,2051
2012,4,Scotland,Glasgow City,Glasgow City outlet,2012,2772,207,8491,4025
2012,5,Scotland,Glasgow City,Glasgow City outlet,2012,2785,370,4641,4944
2012,6,Scotland,Glasgow City,Glasgow City outlet,2012,3264,218,5011,2958
2012,7,Scotland,Glasgow City,Glasgow City outlet,2012,3443,375,8676,2459
2012,8,Scotland,Glasgow City,Glasgow City outlet,2012,2749,249,4724,2811
2012,9,Scotland,Glasgow City,Glasgow City outlet,2012,3472,314,9456,6324
2012,10,Scotland,Glasgow City,Glasgow City outlet,2012,3441,362,2481,2025
2012,11,Scotland,Glasgow City,Glasgow City outlet,2012,3233,300,3629,4469
2012,12,Scotland,Glasgow City,Glasgow City outlet,2012,2283,319,8817,5214
2013,1,Scotland,Glasgow City,Glasgow City outlet,2012,3110,397,8825,3047
2013,2,Scotland,Glasgow City,Glasgow City outlet,2012,3098,324,9103,5281
2013,3,Scotland,Glasgow City,Glasgow City outlet,2012,2145,396,6148,3133
2013,4,Scotland,Glasgow City,Glasgow City outlet,2012,3145,383,5506,3430
2013,5,Scotland,Glasgow City,Glasgow City outlet,2012,2043,357,8270,4531
2013,6,Scotland,Glasgow City,Glasgow City outlet,2012,2942,278,8759,4245
2013,7,Scotland,Glasgow City,Glasgow City outlet,2012,3476,307,4347,6002
2013,8,Scotland,Glasgow City,Glasgow City outlet,2012,2822,365,5141,5611
2013,9,Scotland,Glasgow City,Glasgow City outlet,2012,3414,248,6894,5898
2013,10,Scotland,Glasgow City,Glasgow City outlet,2012,2462,347,9242,5059
2013,11,Scotland,Glasgow City,Glasgow City outlet,2012,3255,223,4000,6374
2013,12,Scotland,Glasgow City,Glasgow City outlet,2012,3109,237,2590,6317
2014,1,Scotland,Glasgow City,Glasgow City outlet,2012,3425,305,7880,5820
2014,2,Scotland,Glasgow City,Glasgow City outlet,2012,3468,397,9344,3700
2014,3,Scotland,Glasgow City,Glasgow City outlet,2012,2840,365,5436,6422
2014,4,Scotland,Glasgow City,Glasgow City outlet,2012,2324,269,8277,2789
2014,5,Scotland,Glasgow City,Glasgow City outlet,2012,3422,289,6098,3535
2014,6,Scotland,Glasgow City,Glasgow City outlet,2012,2077,227,5268,3497
2014,7,Scotland,Glasgow City,Glasgow City outlet,2012,3265,298,3969,4774
2014,8,Scotland,Glasgow City,Glasgow City outlet,2012,2836,222,6416,5215
2014,9,Scotland,Glasgow City,Glasgow City outlet,2012,2248,266,8424,3857
2014,10,Scotland,Glasgow City,Glasgow City outlet,2012,2473,369,8132,2306
2014,11,Scotland,Glasgow City,Glasgow City outlet,2012,2375,372,4189,4036
2014,12,Scotland,Glasgow City,Glasgow City outlet,2012,2133,387,6485,3854
2015,1,Scotland,Glasgow City,Glasgow City outlet,2012,2349,369,4187,2116
2015,2,Scotland,Glasgow City,Glasgow City outlet,2012,2987,274,4830,4629
2015,3,Scotland,Glasgow City,Glasgow City outlet,2012,3143,207,2711,6274
2015,4,Scotland,Glasgow City,Glasgow City outlet,2012,2663,357,8130,3240
2015,5,Scotland,Glasgow City,Glasgow City outlet,2012,2561,365,3073,5612
2015,6,Scotland,Glasgow City,Glasgow City outlet,2012,2102,391,2209,4939
2015,7,Scotland,Glasgow City,Glasgow City outlet,2012,2639,283,4345,2946
2015,8,Scotland,Glasgow City,Glasgow City outlet,2012,3041,217,3483,2438
2015,9,Scotland,Glasgow City,Glasgow City outlet,2012,3423,249,9301,2260
2015,10,Scotland,Glasgow City,Glasgow City outlet,2012,2347,333,3833,4479
2015,11,Scotland,Glasgow City,Glasgow City outlet,2012,2558,394,3714,3778
2015,12,Scotland,Glasgow City,Glasgow City outlet,2012,2183,357,4132,5076
2016,1,Scotland,Glasgow City,Glasgow City outlet,2012,3136,381,3212,4212
2016,2,Scotland,Glasgow City,Glasgow City outlet,2012,2598,237,7172,3347
2016,3,Scotland,Glasgow City,Glasgow City outlet,2012,2403,216,9164,2551
2016,4,Scotland,Glasgow City,Glasgow City outlet,2012,3381,361,4751,4569
2016,5,Scotland,Glasgow City,Glasgow City outlet,2012,3405,306,4677,3034
2016,6,Scotland,Glasgow City,Glasgow City outlet,2012,3295,265,6521,2227
2016,7,Scotland,Glasgow City,Glasgow City outlet,2012,2120,391,3131,2785
2016,8,Scotland,Glasgow City,Glasgow City outlet,2012,3024,389,7730,2552
2016,9,Scotland,Glasgow City,Glasgow City outlet,2012,2210,233,2882,3179
2016,10,Scotland,Glasgow City,Glasgow City outlet,2012,3150,285,6937,4377
2016,11,Scotland,Glasgow City,Glasgow City outlet,2012,2921,294,2761,3062
2016,12,Scotland,Glasgow City,Glasgow City outlet,2012,3271,295,4312,4311
2017,1,Scotland,Glasgow City,Glasgow City outlet,2012,2982,310,2466,4450
2017,2,Scotland,Glasgow City,Glasgow City outlet,2012,3198,222,2823,5510
2017,3,Scotland,Glasgow City,Glasgow City outlet,2012,2653,356,2182,5807
2017,4,Scotland,Glasgow City,Glasgow City outlet,2012,2839,293,5436,5409
2017,5,Scotland,Glasgow City,Glasgow City outlet,2012,2811,391,3447,4986
2017,6,Scotland,Glasgow City,Glasgow City outlet,2012,3428,319,4079,2257
2017,7,Scotland,Glasgow City,Glasgow City outlet,2012,2778,319,2980,3270
2017,8,Scotland,Glasgow City,Glasgow City outlet,2012,3088,229,8461,3183
2017,9,Scotland,Glasgow City,Glasgow City outlet,2012,2111,217,2720,2202
2017,10,Scotland,Glasgow City,Glasgow City outlet,2012,3469,336,2353,4853
2017,11,Scotland,Glasgow City,Glasgow City outlet,2012,2301,328,5842,3117
2017,12,Scotland,Glasgow City,Glasgow City outlet,2012,2567,331,5022,4826
2018,1,Scotland,Glasgow City,Glasgow City outlet,2012,2379,202,5236,3959
2018,2,Scotland,Glasgow City,Glasgow City outlet,2012,2771,263,4310,3941
2018,3,Scotland,Glasgow City,Glasgow City outlet,2012,2964,325,8589,2129
2018,4,Scotland,Glasgow City,Glasgow City outlet,2012,3139,228,7151,4640
2018,5,Scotland,Glasgow City,Glasgow City outlet,2012,3081,387,4092,4974
2018,6,Scotland,Glasgow City,Glasgow City outlet,2012,3364,268,7904,3305
2018,7,Scotland,Glasgow City,Glasgow City outlet,2012,3072,398,3335,5288
2018,8,Scotland,Glasgow City,Glasgow City outlet,2012,2583,378,7354,3090
2018,9,Scotland,Glasgow City,Glasgow City outlet,2012,2340,317,5972,4615
2018,10,Scotland,Glasgow City,Glasgow City outlet,2012,3421,377,7620,3335
2018,11,Scotland,Glasgow City,Glasgow City outlet,2012,3438,380,2672,4738
2018,12,Scotland,Glasgow City,Glasgow City outlet,2012,3021,341,5069,6496
2019,1,Scotland,Glasgow City,Glasgow City outlet,2012,2765,225,6883,5343
2019,2,Scotland,Glasgow City,Glasgow City outlet,2012,2617,250,2429,3746
2019,3,Scotland,Glasgow City,Glasgow City outlet,2012,2530,311,3815,4408
2019,4,Scotland,Glasgow City,Glasgow City outlet,2012,2681,361,4292,2943
2019,5,Scotland,Glasgow City,Glasgow City outlet,2012,2653,382,7282,5774
2019,6,Scotland,Glasgow City,Glasgow City outlet,2012,2758,214,2902,3994
2019,7,Scotland,Glasgow City,Glasgow City outlet,2012,2090,227,6785,5526
2019,8,Scotland,Glasgow City,Glasgow City outlet,2012,2103,322,7973,5722
2019,9,Scotland,Glasgow City,Glasgow City outlet,2012,2462,307,7310,2005
2019,10,Scotland,Glasgow City,Glasgow City outlet,2012,2059,321,2156,4268
2019,11,Scotland,Glasgow City,Glasgow City outlet,2012,2381,355,5853,5571
2019,12,Scotland,Glasgow City,Glasgow City outlet,2012,2526,295,2214,5171
2020,1,Scotland,Glasgow City,Glasgow City outlet,2012,2723,329,6107,5512
2020,2,Scotland,Glasgow City,Glasgow City outlet,2012,2981,335,5604,5530
2020,3,Scotland,Glasgow City,Glasgow City outlet,2012,2924,296,5943,2523
2020,4,Scotland,Glasgow City,Glasgow City outlet,2012,2865,212,2690,3702
2020,5,Scotland,Glasgow City,Glasgow City outlet,2012,3409,320,6063,6019
2020,6,Scotland,Glasgow City,Glasgow City outlet,2012,2983,310,8368,4775
2020,7,Scotland,Glasgow City,Glasgow City outlet,2012,2438,357,2147,4491
2020,8,Scotland,Glasgow City,Glasgow City outlet,2012,2537,295,2808,5252
2020,9,Scotland,Glasgow City,Glasgow City outlet,2012,3267,243,3889,2773
2020,10,Scotland,Glasgow City,Glasgow City outlet,2012,2736,265,9479,5722
2020,11,Scotland,Glasgow City,Glasgow City outlet,2012,3237,223,2667,3326
2020,12,Scotland,Glasgow City,Glasgow City outlet,2012,2436,290,9116,5163
2012,1,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2258,209,5825,4726
2012,2,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2126,356,5081,5344
2012,3,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2658,314,7975,2696
2012,4,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2961,295,7557,4673
2012,5,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,3409,242,2931,5287
2012,6,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,3055,336,7806,5268
2012,7,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2571,353,3248,4863
2012,8,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2393,339,7210,4965
2012,9,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2230,223,9125,2834
2012,10,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2994,319,5452,2739
2012,11,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2942,211,6604,3266
2012,12,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2675,293,8136,4009
2013,1,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2762,215,6652,3338
2013,2,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,3386,313,2563,4602
2013,3,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,3077,358,6869,2222
2013,4,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,3035,295,3527,4474
2013,5,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,3444,335,9408,3619
2013,6,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,3193,267,6303,3546
2013,7,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2080,371,4287,5873
2013,8,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,3490,369,3709,3520
2013,9,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,3422,221,3730,5828
2013,10,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,3280,359,5217,2725
2013,11,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2426,243,8286,5115
2013,12,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2621,219,2532,5918
2014,1,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2842,237,8930,4714
2014,2,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2958,262,3656,4193
2014,3,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2519,339,7874,2938
2014,4,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2354,356,8583,4120
2014,5,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2257,331,4699,3800
2014,6,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2978,370,9391,6328
2014,7,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,3035,335,2954,2304
2014,8,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,3342,233,3478,4465
2014,9,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,3459,324,4826,5242
2014,10,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2329,368,8377,2624
2014,11,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2333,315,2505,3341
2014,12,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2421,246,2049,3637
2015,1,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2971,322,5037,3582
2015,2,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,3017,295,5194,5134
2015,3,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,3260,346,4294,5711
2015,4,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2610,225,4447,4255
2015,5,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2440,269,2437,4993
2015,6,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2170,323,2437,3161
2015,7,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,3254,336,7103,4529
2015,8,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,3354,348,9066,5946
2015,9,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,3022,316,7283,6210
2015,10,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2380,217,7720,3022
2015,11,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2798,349,8857,4840
2015,12,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2890,400,8607,4514
2016,1,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2660,218,2118,3437
2016,2,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2824,292,7341,4588
2016,3,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2663,336,9382,3384
2016,4,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2814,335,7594,5582
2016,5,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2280,286,5348,2998
2016,6,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2552,315,5386,3197
2016,7,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,3362,365,9471,5495
2016,8,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2621,384,3193,5318
2016,9,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2718,255,7839,3668
2016,10,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,3008,206,5559,4529
2016,11,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2398,296,9232,4459
2016,12,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,3428,392,5023,5637
2017,1,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2204,249,2383,5036
2017,2,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,3026,242,2649,6264
2017,3,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2088,394,7131,6036
2017,4,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2587,205,4214,2268
2017,5,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2021,334,4324,3354
2017,6,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2971,351,8208,6461
2017,7,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2452,227,3682,3612
2017,8,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2938,273,6155,3891
2017,9,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2330,396,2784,3425
2017,10,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2256,270,6405,2853
2017,11,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,3484,279,7137,3767
2017,12,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2236,308,7600,4065
2018,1,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2633,247,5504,2643
2018,2,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2258,301,5767,2735
2018,3,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,3249,332,8407,2884
2018,4,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2141,308,5678,6228
2018,5,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2244,391,2974,2413
2018,6,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2482,325,6007,3750
2018,7,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2998,330,7268,5642
2018,8,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,3275,289,5200,6400
2018,9,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,3373,341,2389,6242
2018,10,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2943,245,7893,4238
2018,11,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2422,330,4740,4478
2018,12,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2372,373,3995,3264
2019,1,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2138,239,4104,4237
2019,2,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2308,245,7362,6251
2019,3,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,3273,242,2375,6005
2019,4,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2704,318,6327,5400
2019,5,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2707,306,3010,3322
2019,6,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,3255,370,9285,3734
2019,7,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,3228,205,5337,3082
2019,8,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2703,275,3925,3371
2019,9,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2808,207,8294,4319
2019,10,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2537,302,2677,3957
2019,11,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2353,203,3728,2548
2019,12,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2516,340,6503,6506
2020,1,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2798,352,7271,2183
2020,2,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2010,304,3837,3862
2020,3,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2090,259,5003,2006
2020,4,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2389,363,2624,5208
2020,5,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2377,359,4289,3700
2020,6,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2127,236,5808,5850
2020,7,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,3081,374,6940,4176
2020,8,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2808,289,5126,3489
2020,9,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2943,391,2175,6458
2020,10,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,3376,377,2640,2014
2020,11,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2035,278,7435,3675
2020,12,Wales,Neath Port Talbot,Neath Port Talbot outlet,2012,2108,210,4865,2946
2010,1,East of England,East Cambridgeshire,East Cambridgeshire outlet,2010,2134,264,4311,2261
2010,2,East of England,East Cambridgeshire,East Cambridgeshire outlet,2010,2710,371,2220,4910
2010,3,East of England,East Cambridgeshire,East Cambridgeshire outlet,2010,2465,225,2753,2019
2010,4,East of England,East Cambridgeshire,East Cambridgeshire outlet,2010,3335,377,2133,2107
2010,5,East of England,East Cambridgeshire,East Cambridgeshire outlet,2010,3295,276,6037,3072
2010,6,East of England,East Cambridgeshire,East Cambridgeshire outlet,2010,2619,252,9010,3539
2010,7,East of England,East Cambridgeshire,East Cambridgeshire outlet,2010,2680,212,2828,2803
2010,8,East of England,East Cambridgeshire,East Cambridgeshire outlet,2010,3392,321,3614,5053
2010,9,East of England,East Cambridgeshire,East Cambridgeshire outlet,2010,2768,343,4752,3785
2010,10,East of England,East Cambridgeshire,East Cambridgeshire outlet,2010,3033,238,3729,2766
2010,11,East of England,East Cambridgeshire,East Cambridgeshire outlet,2010,3355,263,4711,5909
2010,12,East of England,East Cambridgeshire,East Cambridgeshire outlet,2010,2261,208,8360,5604
2011,1,East of England,East Cambridgeshire,East Cambridgeshire outlet,2010,2475,292,9078,3699
2011,2,East of England,East Cambridgeshire,East Cambridgeshire outlet,2010,2070,374,4063,5533
2011,3,East of England,East Cambridgeshire,East Cambridgeshire outlet,2010,3120,223,2250,2183
2011,4,East of England,East Cambridgeshire,East Cambridgeshire outlet,2010,2207,323,2675,5316
2011,5,East of England,East Cambridgeshire,East Cambridgeshire outlet,2010,2461,338,6436,6391
2011,6,East of England,East Cambridgeshire,East Cambridgeshire outlet,2010,2836,205,7272,4656
2011,7,East of England,East Cambridgeshire,East Cambridgeshire outlet,2010,2910,339,4780,5639
2011,8,East of England,East Cambridgeshire,East Cambridgeshire outlet,2010,3469,211,7457,3276
2011,9,East of England,East Cambridgeshire,East Cambridgeshire outlet,2010,2446,271,8731,5089
2011,10,East of England,East Cambridgeshire,East Cambridgeshire outlet,2010,2014,385,7865,6267
2011,11,East of England,East Cambridgeshire,East Cambridgeshire outlet,2010,2735,351,4990,2682
2011,12,East of England,East Cambridgeshire,East Cambridgeshire outlet,2010,3297,281,7075,2572
2012,1,East of England,East Cambridgeshire,East Cambridgeshire outlet,2010,3057,285,2914,5424
2012,2,East of England,East Cambridgeshire,East Cambridgeshire outlet,2010,3316,227,9084,3496
2012,3,East of England,East Cambridgeshire,East Cambridgeshire outlet,2010,2779,295,2569,2815
2012,4,East of England,East Cambridgeshire,East Cambridgeshire outlet,2010,2970,357,8362,5511
2012,5,East of England,East Cambridgeshire,East Cambridgeshire outlet,2010,3465,347,7376,6385
